iter,pop_best_eval,mean_eval,median_eval,best_eval,worst_eval
1,2520.69775390625,3011.31982421875,2890.000244140625,2520.69775390625,3965.0
2,2600.0,7912.8154296875,10682.0,2520.69775390625,11557.0
3,2340.0,4117.5068359375,3510.0,2340.0,11557.0
4,2570.0,3230.038818359375,2920.0,2340.0,11557.0
5,2730.0,3281.87353515625,3193.734130859375,2340.0,11557.0
6,1942.5267333984375,3235.06103515625,3230.0,1942.5267333984375,11557.0
7,1545.0635986328125,2832.984375,2878.77197265625,1545.0635986328125,11557.0
8,2265.0,4684.7822265625,3090.0,1545.0635986328125,11572.0
9,2063.469970703125,3189.93212890625,2965.0,1545.0635986328125,11572.0
10,2155.011962890625,4112.2744140625,3425.0,1545.0635986328125,11572.0
11,2740.0,3386.081298828125,3239.60693359375,1545.0635986328125,11572.0
12,2315.0,2840.525634765625,2570.0,1545.0635986328125,11572.0
13,1855.0,4117.1689453125,3505.0,1545.0635986328125,11792.0
14,1840.00390625,3155.25634765625,3105.0,1545.0635986328125,11792.0
15,2610.0,3862.724609375,3075.00048828125,1545.0635986328125,11792.0
16,2495.2939453125,4140.8623046875,3365.0,1545.0635986328125,11792.0
17,2140.0,4028.44189453125,3225.0,1545.0635986328125,11792.0
18,2025.0,3087.5,3025.0,1545.0635986328125,11792.0
19,2510.0,3866.27734375,2820.0,1545.0635986328125,11792.0
20,2620.0,3351.00244140625,3270.0,1545.0635986328125,11792.0
21,2685.0,3313.5,3050.0,1545.0635986328125,11792.0
22,2675.041015625,3670.00390625,3130.0,1545.0635986328125,11792.0
23,2195.0,3437.04541015625,3485.0,1545.0635986328125,11792.0
24,2725.0,6385.16845703125,3685.21044921875,1545.0635986328125,11792.0
25,1670.0,3810.42431640625,3187.2421875,1545.0635986328125,11792.0
26,2410.0,3055.0,3115.0,1545.0635986328125,11792.0
27,2880.0,3250.0,3235.0,1545.0635986328125,11792.0
28,2480.0,3084.0,2800.0,1545.0635986328125,11792.0
29,1700.0,4356.40234375,2565.0,1545.0635986328125,11792.0
30,2045.0,3019.0,2825.0,1545.0635986328125,11792.0
31,2290.0,3981.699951171875,3170.0,1545.0635986328125,11792.0
32,2350.54443359375,7008.62255859375,5862.0,1545.0635986328125,12282.0
33,2170.0,2888.5,2870.0,1545.0635986328125,12282.0
34,2310.0,4075.39990234375,2950.0,1545.0635986328125,12282.0
35,2360.0,7061.28759765625,3740.0,1545.0635986328125,12282.0
36,2650.0,4104.10009765625,3470.0,1545.0635986328125,12282.0
37,1971.0845947265625,4680.3505859375,3125.0,1545.0635986328125,12437.0
38,1810.0,4622.75927734375,3110.33740234375,1545.0635986328125,12437.0
39,1880.6337890625,3404.752685546875,2953.342041015625,1545.0635986328125,12437.0
40,1997.423095703125,8341.4013671875,9145.51953125,1545.0635986328125,12437.0
41,2125.723388671875,3962.2734375,3085.0,1545.0635986328125,12437.0
42,2365.0,2959.97412109375,2880.033203125,1545.0635986328125,12437.0
43,2545.0,3389.50341796875,3230.0,1545.0635986328125,12437.0
44,2585.0,3317.0,3265.0,1545.0635986328125,12437.0
45,3320.8994140625,7894.71728515625,7520.0,1545.0635986328125,12437.0
46,2231.666748046875,6131.494140625,3996.886962890625,1545.0635986328125,12497.0
47,2575.0,6449.294921875,3880.0,1545.0635986328125,12497.0
48,2210.0,3025.5,2840.0,1545.0635986328125,12497.0
49,3395.72705078125,8239.4580078125,9255.1083984375,1545.0635986328125,12497.0
50,2347.775390625,4167.2236328125,3611.2138671875,1545.0635986328125,12497.0
51,2593.910400390625,5894.9619140625,5911.42578125,1545.0635986328125,12497.0
52,2371.817138671875,3607.43994140625,3550.0,1545.0635986328125,12497.0
53,2329.4150390625,3116.43701171875,2946.871826171875,1545.0635986328125,12497.0
54,2926.96484375,7948.0224609375,7452.20458984375,1545.0635986328125,12497.0
55,3599.3017578125,8528.904296875,8024.7578125,1545.0635986328125,12497.0
56,2275.0,3165.5,2980.0,1545.0635986328125,12497.0
57,2656.35498046875,5000.3056640625,3685.0,1545.0635986328125,12497.0
58,2511.7060546875,6322.544921875,3992.974609375,1545.0635986328125,12497.0
59,2455.0,4432.1689453125,3103.259765625,1545.0635986328125,12497.0
60,1985.1912841796875,5092.015625,3686.50390625,1545.0635986328125,12497.0
61,2323.89208984375,5207.5244140625,3505.52880859375,1545.0635986328125,12497.0
62,2270.001708984375,2968.637451171875,2735.0,1545.0635986328125,12497.0
63,2490.0,3126.0,2975.0,1545.0635986328125,12497.0
64,2670.0,3256.0,3080.0,1545.0635986328125,12497.0
65,1790.0,3129.10009765625,3050.0,1545.0635986328125,12497.0
66,2177.555908203125,5372.4501953125,3893.91748046875,1545.0635986328125,12497.0
67,2437.050048828125,7150.4873046875,4963.3095703125,1545.0635986328125,12497.0
68,2230.0,3126.5,3270.0,1545.0635986328125,12497.0
69,2950.0,4999.98876953125,3957.630615234375,1545.0635986328125,12497.0
70,2750.000244140625,5013.6943359375,3874.872314453125,1545.0635986328125,12497.0
71,2375.000732421875,2931.530029296875,2905.0,1545.0635986328125,12497.0
72,2085.0,5861.80615234375,4703.12109375,1545.0635986328125,12497.0
73,2047.3807373046875,4374.0986328125,3245.0,1545.0635986328125,12497.0
74,2555.24365234375,7131.93603515625,3960.0,1545.0635986328125,12497.0
75,2400.020263671875,3197.57275390625,2945.0,1545.0635986328125,12497.0
76,2161.61572265625,3241.382080078125,3217.435791015625,1545.0635986328125,12497.0
77,2301.87548828125,3137.6875,3065.0,1545.0635986328125,12497.0
78,2088.2763671875,3022.377685546875,2664.919677734375,1545.0635986328125,12497.0
79,2789.555908203125,5653.3505859375,5123.14501953125,1545.0635986328125,12497.0
80,2180.0,3348.0,3260.0,1545.0635986328125,12497.0
81,2264.19677734375,4917.9267578125,3924.236328125,1545.0635986328125,12497.0
82,3008.818115234375,6775.83203125,6568.72705078125,1545.0635986328125,12497.0
83,1470.0,4568.1943359375,3086.8876953125,1470.0,12497.0
84,2535.0,5220.70068359375,3750.0,1470.0,12497.0
85,1961.5252685546875,3429.630126953125,3015.0,1470.0,12497.0
86,2195.0,3116.24609375,2687.110107421875,1470.0,12497.0
87,2101.056884765625,3236.899658203125,3165.0,1470.0,12497.0
88,2790.00439453125,5329.7060546875,3213.212158203125,1470.0,12497.0
89,2193.143310546875,3686.75634765625,3035.0,1470.0,12497.0
90,2325.0,3139.4794921875,3200.0,1470.0,12497.0
91,1780.0,3507.635986328125,2911.033447265625,1470.0,12497.0
92,2328.64599609375,3521.112060546875,3149.983642578125,1470.0,12497.0
93,1990.894287109375,4852.62353515625,3795.268798828125,1470.0,12497.0
94,2745.86865234375,4178.2587890625,3443.095703125,1470.0,12497.0
95,2655.0,3496.13330078125,3388.818603515625,1470.0,12497.0
96,2260.18896484375,3059.894287109375,3000.0,1470.0,12497.0
97,2365.0,3030.0,2805.0,1470.0,12497.0
98,2156.07861328125,3330.242919921875,3280.017333984375,1470.0,12497.0
99,2320.0,3134.686279296875,2976.863525390625,1470.0,12497.0
100,2400.0,3118.51318359375,2905.0,1470.0,12497.0
101,3066.234130859375,6658.0283203125,4244.20556640625,1470.0,12497.0
102,1940.0,2850.5,2820.0,1470.0,12497.0
103,2230.807373046875,3981.56689453125,3207.679443359375,1470.0,12497.0
104,2218.76416015625,5410.4638671875,3503.6962890625,1470.0,12497.0
105,1944.35595703125,3648.003173828125,3101.42431640625,1470.0,12497.0
106,2513.071533203125,3495.100830078125,3246.203369140625,1470.0,12497.0
107,2219.67138671875,4560.01708984375,3444.592529296875,1470.0,12497.0
108,2365.0,4632.8671875,2835.3486328125,1470.0,12497.0
109,2490.0,3525.16796875,3081.462890625,1470.0,12497.0
110,2691.358154296875,5579.7197265625,3607.54345703125,1470.0,12959.03125
111,2350.0,5466.67626953125,3171.8623046875,1470.0,12959.03125
112,2880.0,5067.7646484375,3582.0,1470.0,12959.03125
113,2280.0,3875.81201171875,2916.120849609375,1470.0,12959.03125
114,2335.0,7311.3671875,4300.1884765625,1470.0,12959.03125
115,1758.10302734375,4008.599609375,3475.0625,1470.0,12959.03125
116,2192.95458984375,2960.055908203125,2865.0,1470.0,12959.03125
117,1931.17333984375,3374.135986328125,3084.573486328125,1470.0,12959.03125
118,2415.0,3250.898193359375,3135.00146484375,1470.0,12959.03125
119,2788.188232421875,3652.17626953125,3088.63671875,1470.0,12959.03125
120,2310.110595703125,2964.318359375,2647.09814453125,1470.0,12959.03125
121,2107.6591796875,4384.91162109375,3328.7021484375,1470.0,12959.03125
122,2465.364990234375,3298.4296875,3115.455078125,1470.0,12959.03125
123,2766.322998046875,4080.92236328125,3340.715576171875,1470.0,12959.03125
124,2871.443359375,7725.65234375,6394.2705078125,1470.0,18326.05859375
125,1993.182861328125,3012.96435546875,2865.546875,1470.0,18326.05859375
126,3031.760498046875,5146.46923828125,4922.75048828125,1470.0,18326.05859375
127,2225.686767578125,3059.742919921875,2976.035400390625,1470.0,18326.05859375
128,3210.17919921875,4498.42236328125,3755.180419921875,1470.0,18326.05859375
129,2735.278076171875,4149.8212890625,3796.849365234375,1470.0,18326.05859375
130,2475.005615234375,3152.885498046875,3186.115966796875,1470.0,18326.05859375
131,2395.0,3819.487548828125,3785.239013671875,1470.0,18326.05859375
132,2090.048828125,3837.607421875,2885.0,1470.0,18326.05859375
133,2435.0,4015.032470703125,3080.703125,1470.0,18326.05859375
134,2667.9609375,4576.0791015625,4357.6787109375,1470.0,18326.05859375
135,1947.038330078125,3386.14208984375,3258.74560546875,1470.0,18326.05859375
136,2515.25439453125,3080.033447265625,3074.466064453125,1470.0,18326.05859375
137,3109.54833984375,4808.50927734375,4080.437744140625,1470.0,18326.05859375
138,2722.864013671875,3905.181640625,3035.012451171875,1470.0,18326.05859375
139,2527.40869140625,3404.00439453125,3040.024169921875,1470.0,18326.05859375
140,2298.290771484375,3086.6064453125,3121.576171875,1470.0,18326.05859375
141,3185.94189453125,5217.90283203125,3946.443359375,1470.0,18326.05859375
142,2082.079345703125,3245.82421875,2961.900634765625,1470.0,18326.05859375
143,3342.58984375,7413.3134765625,5049.2919921875,1470.0,18326.05859375
144,2774.963623046875,8431.8876953125,6314.01904296875,1470.0,25245.2421875
145,2386.276123046875,4488.390625,3474.690185546875,1470.0,25245.2421875
146,2630.087158203125,4822.2705078125,3552.31494140625,1470.0,25245.2421875
147,2715.75927734375,4373.9736328125,3311.294677734375,1470.0,25245.2421875
148,2491.410888671875,2898.412353515625,2820.366455078125,1470.0,25245.2421875
149,1915.669921875,4505.322265625,3155.76904296875,1470.0,25245.2421875
150,2110.7861328125,2776.36865234375,2704.115234375,1470.0,25245.2421875
151,2258.13037109375,3010.744140625,2662.583740234375,1470.0,25245.2421875
152,2346.804443359375,3110.700927734375,2928.046142578125,1470.0,25245.2421875
153,2736.1748046875,4295.5634765625,3520.7314453125,1470.0,25245.2421875
154,2455.745849609375,3110.814208984375,2926.831298828125,1470.0,25245.2421875
155,2127.109619140625,3045.75,2795.162841796875,1470.0,25245.2421875
156,2296.322509765625,3890.09619140625,2988.713623046875,1470.0,25245.2421875
157,2586.617431640625,2937.6201171875,2923.5390625,1470.0,25245.2421875
158,2720.12109375,4659.126953125,3661.955078125,1470.0,25245.2421875
159,1735.256103515625,3942.421142578125,3352.2236328125,1470.0,25245.2421875
160,2556.62890625,3437.468017578125,3431.54150390625,1470.0,25245.2421875
161,2429.118408203125,4549.0888671875,3531.586181640625,1470.0,25245.2421875
162,2407.239013671875,3417.709716796875,3385.08056640625,1470.0,25245.2421875
163,2522.95556640625,4152.62451171875,3330.002197265625,1470.0,25245.2421875
164,2325.0,3758.009765625,3788.42431640625,1470.0,25245.2421875
165,1970.3951416015625,4423.24951171875,3640.0,1470.0,25245.2421875
166,2329.364501953125,3278.51416015625,3330.660400390625,1470.0,25245.2421875
167,1805.263427734375,2971.388916015625,3060.0,1470.0,25245.2421875
168,2523.4111328125,3371.240966796875,3365.3994140625,1470.0,25245.2421875
169,2805.052734375,5301.38916015625,3945.094970703125,1470.0,25245.2421875
170,2310.00732421875,3852.84912109375,3015.212646484375,1470.0,25245.2421875
171,2670.0,4459.54638671875,3305.0,1470.0,25245.2421875
172,2615.0,3440.91015625,3300.0,1470.0,25245.2421875
173,2210.249267578125,3385.83154296875,3015.000244140625,1470.0,25245.2421875
174,2430.000244140625,3867.747314453125,2845.0,1470.0,25245.2421875
175,2880.0,4324.81005859375,3540.0,1470.0,25245.2421875
176,2582.08642578125,8432.7119140625,9776.9765625,1470.0,25245.2421875
177,2340.0,2900.05810546875,2703.287353515625,1470.0,25245.2421875
178,1978.1788330078125,3967.751953125,3163.942138671875,1470.0,25245.2421875
179,5191.3115234375,10567.333984375,11032.0,1470.0,25245.2421875
180,6654.1767578125,10270.26953125,10687.0,1470.0,25245.2421875
181,2926.677490234375,7266.14599609375,4893.6181640625,1470.0,25245.2421875
182,4248.3916015625,9538.912109375,10177.4912109375,1470.0,25245.2421875
183,2555.0,5514.11572265625,3422.35693359375,1470.0,25245.2421875
184,3029.684814453125,7766.1904296875,7083.25,1470.0,25245.2421875
185,3397.94580078125,9817.107421875,10062.5205078125,1470.0,25245.2421875
186,4209.9287109375,9369.2802734375,9367.1640625,1470.0,25245.2421875
187,1750.47900390625,3869.803955078125,3369.259033203125,1470.0,25245.2421875
188,2487.764404296875,7036.15869140625,8014.14208984375,1470.0,25245.2421875
189,2777.5263671875,6786.8017578125,5509.86279296875,1470.0,25245.2421875
190,2335.0,3661.635498046875,3210.0,1470.0,25245.2421875
191,2224.859375,3058.58837890625,2980.291015625,1470.0,25245.2421875
192,2473.905029296875,2897.28076171875,2665.0,1470.0,25245.2421875
193,4874.55712890625,8544.5263671875,8218.19921875,1470.0,25245.2421875
194,1747.30517578125,2803.86181640625,2675.0,1470.0,25245.2421875
195,2977.617431640625,4701.33544921875,3960.42626953125,1470.0,25245.2421875
196,2015.0430908203125,4553.55224609375,3286.922119140625,1470.0,25245.2421875
197,2121.994384765625,3061.1650390625,2876.3671875,1470.0,25245.2421875
198,2115.0,3155.699951171875,3175.0,1470.0,25245.2421875
199,2417.316162109375,5246.49951171875,3951.96875,1470.0,25245.2421875
200,3959.629150390625,8003.92041015625,8013.943359375,1470.0,25245.2421875
201,3008.85986328125,8829.279296875,9352.0458984375,1470.0,25245.2421875
202,3353.205810546875,7184.41552734375,7037.7998046875,1470.0,25245.2421875
203,1905.6611328125,6674.1826171875,6160.072265625,1470.0,25245.2421875
204,2305.0,2967.03125,2895.0,1470.0,25245.2421875
205,3448.65576171875,7416.01806640625,6104.6494140625,1470.0,25245.2421875
206,2720.791015625,4311.77880859375,3615.0830078125,1470.0,25245.2421875
207,2545.2734375,5294.88330078125,3243.311279296875,1470.0,25245.2421875
208,2268.01708984375,5262.62841796875,3010.697265625,1470.0,25245.2421875
209,3133.5107421875,5585.978515625,4115.4609375,1470.0,25245.2421875
210,2265.4501953125,3149.445068359375,3118.390869140625,1470.0,25245.2421875
211,2782.38037109375,7302.65869140625,6294.0087890625,1470.0,25245.2421875
212,2586.365966796875,3505.154296875,3006.40283203125,1470.0,25245.2421875
213,2526.86474609375,4096.02587890625,3406.04541015625,1470.0,25245.2421875
214,2396.9951171875,3948.518310546875,3666.27294921875,1470.0,25245.2421875
215,2226.6591796875,4235.3916015625,2856.03857421875,1470.0,25245.2421875
216,1800.0,3266.025390625,3250.0,1470.0,25245.2421875
217,1710.8204345703125,3289.08203125,3240.0,1470.0,25245.2421875
218,2285.069091796875,3401.498779296875,3001.816162109375,1470.0,25245.2421875
219,2334.9453125,7857.66796875,8100.0703125,1470.0,25245.2421875
220,2085.661376953125,3142.90234375,2720.0,1470.0,25245.2421875
221,2138.34228515625,4892.26806640625,3370.645751953125,1470.0,25245.2421875
222,2235.316650390625,3028.074951171875,2810.0,1470.0,25245.2421875
223,6413.67138671875,8920.0693359375,8484.1328125,1470.0,25245.2421875
224,2046.5621337890625,3000.03662109375,3051.418701171875,1470.0,25245.2421875
225,2405.59326171875,4604.40185546875,3474.4541015625,1470.0,25245.2421875
226,4555.90771484375,9069.9326171875,10360.7333984375,1470.0,25245.2421875
227,1947.717529296875,5798.76708984375,4162.107421875,1470.0,25245.2421875
228,3160.584716796875,5810.8798828125,4079.446533203125,1470.0,25245.2421875
229,2045.819091796875,3916.4921875,3678.4677734375,1470.0,25245.2421875
230,2365.0,3789.770263671875,2975.0,1470.0,25245.2421875
231,2205.044921875,2982.5048828125,2955.0,1470.0,25245.2421875
232,2955.031494140625,4988.6640625,3991.738037109375,1470.0,25245.2421875
233,2938.086181640625,6196.3466796875,5095.080078125,1470.0,25245.2421875
234,2195.055419921875,4532.37646484375,2932.279541015625,1470.0,25245.2421875
235,2235.16552734375,3707.680419921875,2625.0078125,1470.0,25245.2421875
236,1950.2559814453125,2995.112548828125,3035.0,1470.0,25245.2421875
237,2170.0029296875,3480.837890625,2856.2900390625,1470.0,25245.2421875
238,2320.127685546875,2933.6953125,2840.0,1470.0,25245.2421875
239,2657.00146484375,6967.38427734375,5465.0,1470.0,25245.2421875
240,2275.036376953125,2999.169677734375,2990.0,1470.0,25245.2421875
241,1830.1871337890625,3001.07958984375,2899.888427734375,1470.0,25245.2421875
242,2530.0,2941.22314453125,2840.619140625,1470.0,25245.2421875
243,2544.490478515625,3235.761962890625,3255.425048828125,1470.0,25245.2421875
244,2877.98681640625,5472.71630859375,4429.60791015625,1470.0,25245.2421875
245,2336.835205078125,6182.9150390625,5750.75927734375,1470.0,25245.2421875
246,2640.753173828125,5259.91162109375,4565.9951171875,1470.0,25245.2421875
247,2263.2509765625,4121.50146484375,4142.837890625,1470.0,25245.2421875
248,2652.38134765625,4283.6806640625,4122.48583984375,1470.0,25245.2421875
249,1750.0,3267.94970703125,2736.061767578125,1470.0,25245.2421875
250,2720.47412109375,3981.09375,3680.0,1470.0,25245.2421875
251,1900.0,2969.659912109375,2890.77685546875,1470.0,25245.2421875
252,2158.84375,3124.21484375,3085.051025390625,1470.0,25245.2421875
253,2730.105224609375,3273.288330078125,3162.64990234375,1470.0,25245.2421875
254,3204.314697265625,3633.233642578125,3504.934814453125,1470.0,25245.2421875
255,2343.16943359375,4430.89697265625,3195.44677734375,1470.0,25245.2421875
256,2936.214111328125,5805.9443359375,3793.259765625,1470.0,25245.2421875
257,2451.173828125,3063.82275390625,2906.214111328125,1470.0,25245.2421875
258,2275.0439453125,3163.822265625,3108.986083984375,1470.0,25245.2421875
259,2510.0,3261.52587890625,3305.00146484375,1470.0,25245.2421875
260,2618.606689453125,4747.84033203125,4159.52490234375,1470.0,25245.2421875
261,2110.0,2998.2255859375,3030.0283203125,1470.0,25245.2421875
262,2597.0,3165.37744140625,3105.524658203125,1470.0,25245.2421875
263,2295.0,2985.5107421875,2930.0,1470.0,25245.2421875
264,2830.0,3449.92041015625,3385.0107421875,1470.0,25245.2421875
265,2720.198486328125,3204.912841796875,3221.80615234375,1470.0,25245.2421875
266,2386.461181640625,2956.179443359375,2995.0,1470.0,25245.2421875
267,2656.100830078125,5684.28515625,4877.34228515625,1470.0,25245.2421875
268,2020.0,2937.228515625,2980.025146484375,1470.0,25245.2421875
269,1964.521728515625,4151.5712890625,3753.94580078125,1470.0,25245.2421875
270,2095.09912109375,3175.23876953125,3100.0,1470.0,25245.2421875
271,2656.526123046875,3129.972412109375,3130.0,1470.0,25245.2421875
272,2085.330322265625,2967.38720703125,2930.00390625,1470.0,25245.2421875
273,2898.1279296875,4283.16357421875,3440.570556640625,1470.0,25245.2421875
274,2010.6827392578125,2992.985107421875,2985.774169921875,1470.0,25245.2421875
275,3540.85791015625,7391.02490234375,7034.466796875,1470.0,25245.2421875
276,2118.221923828125,2944.41796875,2920.1435546875,1470.0,25245.2421875
277,2282.493896484375,3129.2373046875,3004.0048828125,1470.0,25245.2421875
278,2625.08154296875,2990.60986328125,2950.0,1470.0,25245.2421875
279,2212.883544921875,3391.94091796875,3349.996337890625,1470.0,25245.2421875
280,2440.0,2883.4921875,2895.0,1470.0,25245.2421875
281,2330.434814453125,2999.4541015625,2900.0,1470.0,25245.2421875
282,1686.7452392578125,2781.549072265625,2845.02197265625,1470.0,25245.2421875
283,2195.701171875,3086.037109375,3077.957275390625,1470.0,25245.2421875
284,3424.567626953125,7258.9619140625,6054.189453125,1470.0,25245.2421875
285,2150.00146484375,2959.370361328125,2985.008056640625,1470.0,25245.2421875
286,2860.023193359375,3594.901611328125,3897.051513671875,1470.0,25245.2421875
287,2092.2490234375,2876.40771484375,2804.07080078125,1470.0,25245.2421875
288,2807.093994140625,6454.787109375,5757.0087890625,1470.0,25245.2421875
289,2998.412109375,5942.81689453125,4546.11328125,1470.0,25245.2421875
290,3128.5009765625,6799.95556640625,6978.78515625,1470.0,25245.2421875
291,2327.1767578125,4410.67431640625,3510.707763671875,1470.0,25245.2421875
292,2253.871337890625,3572.83251953125,3042.423583984375,1470.0,25245.2421875
293,2414.197265625,4510.70458984375,3135.1640625,1470.0,25245.2421875
294,3191.222900390625,6817.55224609375,6221.22509765625,1470.0,25245.2421875
295,2460.11328125,3015.8662109375,2837.29541015625,1470.0,25245.2421875
296,2816.769287109375,5219.48095703125,4498.27587890625,1470.0,25245.2421875
297,2235.0,3029.832763671875,2892.9365234375,1470.0,25245.2421875
298,3998.751220703125,7081.7392578125,6015.90576171875,1470.0,25245.2421875
299,2839.84912109375,4332.03369140625,3595.56494140625,1470.0,25245.2421875
300,2591.3291015625,5791.1259765625,4434.6171875,1470.0,25245.2421875
301,2201.51708984375,4122.8115234375,4158.478515625,1470.0,25245.2421875
302,2655.8349609375,4659.87939453125,3574.1005859375,1470.0,25245.2421875
303,2004.20947265625,2840.29150390625,2896.30810546875,1470.0,25245.2421875
304,2606.236572265625,3286.395263671875,3378.77587890625,1470.0,25245.2421875
305,2235.458740234375,3092.5859375,3105.55322265625,1470.0,25245.2421875
306,2869.42724609375,5036.2587890625,4128.2373046875,1470.0,25245.2421875
307,2586.591796875,3089.980712890625,3051.105712890625,1470.0,25245.2421875
308,2220.73876953125,3174.328125,2888.636962890625,1470.0,25245.2421875
309,2465.017333984375,3127.745849609375,3024.63232421875,1470.0,25245.2421875
310,2647.099365234375,3410.526123046875,3140.0,1470.0,25245.2421875
311,2099.982666015625,3212.456787109375,2915.028076171875,1470.0,25245.2421875
312,2166.033935546875,3031.46533203125,2985.13916015625,1470.0,25245.2421875
313,2473.01513671875,5094.40625,4644.34765625,1470.0,25245.2421875
314,2629.66015625,4002.2890625,3331.05615234375,1470.0,25245.2421875
315,2732.3828125,3480.087158203125,3237.100830078125,1470.0,25245.2421875
316,2825.0,5402.18505859375,3152.044677734375,1470.0,25245.2421875
317,2415.983642578125,3326.409423828125,3246.072509765625,1470.0,25245.2421875
318,2435.8212890625,3130.671875,3186.43359375,1470.0,25245.2421875
319,2210.0,4725.84375,3755.09814453125,1470.0,25245.2421875
320,2365.0,2997.673583984375,2801.56494140625,1470.0,25245.2421875
321,2497.982177734375,4290.30908203125,3505.115234375,1470.0,25245.2421875
322,2068.093994140625,3703.12255859375,3232.152587890625,1470.0,25245.2421875
323,1706.4512939453125,3933.44970703125,3051.07568359375,1470.0,25245.2421875
324,1809.301025390625,3281.95947265625,3251.76611328125,1470.0,25245.2421875
325,2435.402587890625,3123.7998046875,3229.5634765625,1470.0,25245.2421875
326,2158.760009765625,3211.51123046875,3037.0,1470.0,25245.2421875
327,2508.9521484375,3304.501220703125,2877.98193359375,1470.0,25245.2421875
328,2422.018310546875,2919.823486328125,2752.2490234375,1470.0,25245.2421875
329,1731.457275390625,2658.014892578125,2522.90380859375,1470.0,25245.2421875
330,2295.08837890625,2907.58544921875,2979.369384765625,1470.0,25245.2421875
331,2045.007568359375,2739.39453125,2765.176513671875,1470.0,25245.2421875
332,1748.789306640625,5206.220703125,4998.2919921875,1470.0,25245.2421875
333,1734.19287109375,3147.36669921875,3040.311767578125,1470.0,25245.2421875
334,2512.188720703125,3104.225341796875,3205.849853515625,1470.0,25245.2421875
335,2003.0,2933.634521484375,2540.88818359375,1470.0,25245.2421875
336,2123.395263671875,3834.60009765625,3265.7138671875,1470.0,25245.2421875
337,2560.43798828125,3179.366455078125,2799.151611328125,1470.0,25245.2421875
338,2425.0,3053.94482421875,2922.865234375,1470.0,25245.2421875
339,2225.0,2983.72314453125,2780.001708984375,1470.0,25245.2421875
340,2131.112060546875,3174.46240234375,3085.0,1470.0,25245.2421875
341,2051.4853515625,2883.787841796875,2900.0,1470.0,25245.2421875
342,2681.28271484375,5125.71337890625,4003.45068359375,1470.0,25245.2421875
343,1678.7076416015625,2752.50439453125,2685.0,1470.0,25245.2421875
344,1763.493408203125,2741.885009765625,2744.004150390625,1470.0,25245.2421875
345,2197.062255859375,4433.18896484375,3230.003662109375,1470.0,25245.2421875
346,1717.9971923828125,3346.97509765625,2626.599365234375,1470.0,25245.2421875
347,2267.719970703125,7138.3232421875,7248.65625,1470.0,25245.2421875
348,2232.814697265625,5201.341796875,3737.41748046875,1470.0,25245.2421875
349,2209.0,2786.11767578125,2792.61328125,1470.0,25245.2421875
350,2345.2763671875,3528.258544921875,3027.763671875,1470.0,25245.2421875
351,1892.274658203125,2499.89794921875,2389.6943359375,1470.0,25245.2421875
352,1780.964599609375,4622.42822265625,3438.556396484375,1470.0,25245.2421875
353,2339.259033203125,3352.03955078125,3478.230224609375,1470.0,25245.2421875
354,1873.49267578125,4152.6328125,3626.61669921875,1470.0,25245.2421875
355,1966.31005859375,3556.13818359375,2662.292724609375,1470.0,25245.2421875
356,2273.693359375,4925.4853515625,3437.7275390625,1470.0,25245.2421875
357,1957.7686767578125,5612.5390625,4456.19140625,1470.0,25245.2421875
358,2454.6787109375,4230.2939453125,3827.570068359375,1470.0,25245.2421875
359,1787.1923828125,4609.94287109375,3785.30224609375,1470.0,25245.2421875
360,1993.5096435546875,3264.98583984375,3236.147216796875,1470.0,25245.2421875
361,2416.037841796875,4913.6181640625,2700.001220703125,1470.0,25245.2421875
362,2500.001708984375,3941.681640625,3170.23583984375,1470.0,25245.2421875
363,1547.266845703125,2660.00634765625,2613.359130859375,1470.0,25245.2421875
364,1977.6500244140625,3438.434326171875,2686.1025390625,1470.0,25245.2421875
365,1966.951171875,2857.2333984375,2817.755126953125,1470.0,25245.2421875
366,2432.559326171875,3011.78564453125,2906.985107421875,1470.0,25245.2421875
367,2066.210693359375,2997.804931640625,2932.68408203125,1470.0,25245.2421875
368,2473.513671875,3543.82470703125,3521.22705078125,1470.0,25245.2421875
369,2405.0,3005.08203125,2958.35546875,1470.0,25245.2421875
370,2345.246826171875,2979.58349609375,2795.00634765625,1470.0,25245.2421875
371,2160.0,2742.00732421875,2702.1845703125,1470.0,25245.2421875
372,2309.008544921875,2873.92431640625,2620.0,1470.0,25245.2421875
373,2060.105712890625,4386.068359375,3039.42041015625,1470.0,25245.2421875
374,2100.10302734375,2612.202880859375,2341.00537109375,1470.0,25245.2421875
375,2315.662353515625,2854.89892578125,2895.136962890625,1470.0,25245.2421875
376,2095.112060546875,4742.2490234375,3365.025390625,1470.0,25245.2421875
377,2305.947021484375,4887.0185546875,3318.0,1470.0,25245.2421875
378,2495.0,3986.95654296875,3346.23876953125,1470.0,25245.2421875
